SWMM5 LID Report File

Project:  
LID Unit: GreenRoof in Subcatchment FS10

                    	  Elapsed	    Total	    Total	  Surface	 Pavement	     Soil	  Storage	  Surface	    Drain	  Surface	 Pavement	     Soil	  Storage
                    	     Time	   Inflow	     Evap	    Infil	     Perc	     Perc	    Exfil	   Runoff	  OutFlow	    Level	    Level	 Moisture	    Level
Date        Time    	    Hours	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	   inches	   inches	  Content	   inches
----------- --------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------
 01/10/2009 17:55:00	  103.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.038
 01/10/2009 18:00:00	  103.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.038
 01/10/2009 18:05:00	  103.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.037
 01/10/2009 18:10:00	  103.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.037
 01/10/2009 20:10:00	  105.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.031
 01/10/2009 20:15:00	  105.667	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.333	    0.031
 01/10/2009 20:20:00	  105.750	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.064
 01/10/2009 20:25:00	  105.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.064
 01/10/2009 20:30:00	  105.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.063
 01/10/2009 20:35:00	  106.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.062
 01/10/2009 20:40:00	  106.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.062
 01/10/2009 20:45:00	  106.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.061
 01/10/2009 20:50:00	  106.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.061
 01/10/2009 20:55:00	  106.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.060
 01/10/2009 21:00:00	  106.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.059
 01/10/2009 21:05:00	  106.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.059
 01/10/2009 21:10:00	  106.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.058
 01/10/2009 21:15:00	  106.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.058
 01/10/2009 21:20:00	  106.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.057
 01/10/2009 21:25:00	  106.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.056
 01/10/2009 21:30:00	  106.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.056
 01/10/2009 21:35:00	  107.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.055
 01/10/2009 21:40:00	  107.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.055
 01/10/2009 21:45:00	  107.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.054
 01/10/2009 21:50:00	  107.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.054
 01/10/2009 21:55:00	  107.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.053
 01/10/2009 22:00:00	  107.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.053
 01/10/2009 22:05:00	  107.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.052
 01/10/2009 22:10:00	  107.583	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.333	    0.052
 01/10/2009 22:15:00	  107.667	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.085
 01/10/2009 22:20:00	  107.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.084
 01/10/2009 22:25:00	  107.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.083
 01/10/2009 22:30:00	  107.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.082
 01/10/2009 22:35:00	  108.000	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.333	    0.081
 01/10/2009 22:40:00	  108.083	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.113
 01/10/2009 22:45:00	  108.167	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.333	    0.111
 01/10/2009 22:50:00	  108.250	    0.120	   0.0000	    0.120	    0.000	    0.120	    0.000	   0.000	    0.006	    0.000	    0.000	    0.333	    0.143
 01/10/2009 22:55:00	  108.333	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.009	    0.000	    0.000	    0.330	    0.174
 01/10/2009 23:00:00	  108.417	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.013	    0.000	    0.000	    0.333	    0.170
 01/10/2009 23:05:00	  108.500	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.012	    0.000	    0.000	    0.330	    0.200
 01/10/2009 23:10:00	  108.583	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.016	    0.000	    0.000	    0.333	    0.196
 01/10/2009 23:15:00	  108.667	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.016	    0.000	    0.000	    0.330	    0.225
 01/10/2009 23:20:00	  108.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.020	    0.000	    0.000	    0.330	    0.219
 01/10/2009 23:25:00	  108.833	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.019	    0.000	    0.000	    0.333	    0.214
 01/10/2009 23:30:00	  108.917	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.018	    0.000	    0.000	    0.330	    0.242
 01/10/2009 23:35:00	  109.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.022	    0.000	    0.000	    0.330	    0.236
 01/10/2009 23:40:00	  109.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.021	    0.000	    0.000	    0.330	    0.230
 01/10/2009 23:45:00	  109.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.020	    0.000	    0.000	    0.330	    0.225
 01/10/2009 23:50:00	  109.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.020	    0.000	    0.000	    0.330	    0.219
 01/10/2009 23:55:00	  109.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.019	    0.000	    0.000	    0.330	    0.214
 01/11/2009 00:00:00	  109.417	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.018	    0.000	    0.000	    0.333	    0.209
 01/11/2009 00:05:00	  109.500	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.017	    0.000	    0.000	    0.330	    0.237
 01/11/2009 00:10:00	  109.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.021	    0.000	    0.000	    0.330	    0.232
 01/11/2009 00:15:00	  109.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.021	    0.000	    0.000	    0.330	    0.226
 01/11/2009 00:20:00	  109.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.020	    0.000	    0.000	    0.330	    0.220
 01/11/2009 00:25:00	  109.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.019	    0.000	    0.000	    0.330	    0.215
 01/11/2009 00:30:00	  109.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.018	    0.000	    0.000	    0.330	    0.210
 01/11/2009 00:35:00	  110.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.017	    0.000	    0.000	    0.330	    0.205
 01/11/2009 00:40:00	  110.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.017	    0.000	    0.000	    0.330	    0.201
 01/11/2009 00:45:00	  110.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.016	    0.000	    0.000	    0.330	    0.196
 01/11/2009 00:50:00	  110.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.016	    0.000	    0.000	    0.330	    0.192
 01/11/2009 00:55:00	  110.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.015	    0.000	    0.000	    0.330	    0.188
 01/11/2009 01:00:00	  110.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.014	    0.000	    0.000	    0.330	    0.184
 01/11/2009 01:05:00	  110.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.014	    0.000	    0.000	    0.330	    0.180
 01/11/2009 01:10:00	  110.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.013	    0.000	    0.000	    0.330	    0.176
 01/11/2009 01:15:00	  110.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.013	    0.000	    0.000	    0.330	    0.172
 01/11/2009 01:20:00	  110.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.013	    0.000	    0.000	    0.330	    0.169
 01/11/2009 01:25:00	  110.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.012	    0.000	    0.000	    0.330	    0.165
 01/11/2009 01:30:00	  110.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.012	    0.000	    0.000	    0.330	    0.162
 01/11/2009 01:35:00	  111.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.011	    0.000	    0.000	    0.330	    0.159
 01/11/2009 01:40:00	  111.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.011	    0.000	    0.000	    0.330	    0.156
 01/11/2009 01:45:00	  111.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.011	    0.000	    0.000	    0.330	    0.153
 01/11/2009 01:50:00	  111.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.010	    0.000	    0.000	    0.330	    0.150
 01/11/2009 01:55:00	  111.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.010	    0.000	    0.000	    0.330	    0.147
 01/11/2009 02:00:00	  111.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.010	    0.000	    0.000	    0.330	    0.145
 01/11/2009 02:05:00	  111.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.009	    0.000	    0.000	    0.330	    0.142
 01/11/2009 02:10:00	  111.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.009	    0.000	    0.000	    0.330	    0.140
 01/11/2009 02:15:00	  111.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.009	    0.000	    0.000	    0.330	    0.137
 01/11/2009 02:20:00	  111.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.009	    0.000	    0.000	    0.330	    0.135
 01/11/2009 02:25:00	  111.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.008	    0.000	    0.000	    0.330	    0.132
 01/11/2009 02:30:00	  111.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.008	    0.000	    0.000	    0.330	    0.130
 01/11/2009 02:35:00	  112.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.008	    0.000	    0.000	    0.330	    0.128
 01/11/2009 02:40:00	  112.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.008	    0.000	    0.000	    0.330	    0.126
 01/11/2009 02:45:00	  112.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.124
 01/11/2009 02:50:00	  112.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.122
 01/11/2009 02:55:00	  112.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.120
 01/11/2009 03:00:00	  112.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.118
 01/11/2009 03:05:00	  112.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.116
 01/11/2009 03:10:00	  112.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.114
 01/11/2009 03:15:00	  112.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.112
 01/11/2009 03:20:00	  112.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.111
 01/11/2009 03:25:00	  112.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.109
 01/11/2009 03:30:00	  112.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.107
 01/11/2009 03:35:00	  113.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.106
 01/11/2009 03:40:00	  113.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.104
 01/11/2009 03:45:00	  113.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.103
 01/11/2009 03:50:00	  113.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.101
 01/11/2009 03:55:00	  113.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.100
 01/11/2009 04:00:00	  113.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.099
 01/11/2009 04:05:00	  113.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.097
 01/11/2009 04:10:00	  113.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.096
 01/11/2009 04:15:00	  113.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.094
 01/11/2009 04:20:00	  113.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.093
 01/11/2009 04:25:00	  113.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.092
 01/11/2009 04:30:00	  113.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.091
 01/11/2009 04:35:00	  114.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.090
 01/11/2009 04:40:00	  114.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.088
 01/11/2009 04:45:00	  114.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.087
 01/11/2009 04:50:00	  114.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.086
 01/11/2009 04:55:00	  114.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.085
 01/11/2009 05:00:00	  114.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.084
 01/11/2009 05:05:00	  114.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.083
 01/11/2009 05:10:00	  114.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.082
 01/11/2009 05:15:00	  114.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.081
 01/11/2009 05:20:00	  114.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.080
 01/11/2009 05:25:00	  114.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.079
 01/11/2009 05:30:00	  114.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.078
 01/11/2009 05:35:00	  115.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.077
 01/11/2009 05:40:00	  115.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.076
 01/11/2009 05:45:00	  115.167	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.333	    0.075
 01/11/2009 05:50:00	  115.250	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.108
 01/11/2009 05:55:00	  115.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.106
 01/11/2009 06:00:00	  115.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.104
 01/11/2009 06:05:00	  115.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.103
 01/11/2009 06:10:00	  115.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.102
 01/11/2009 06:15:00	  115.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.100
 01/11/2009 06:20:00	  115.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.099
 01/11/2009 06:25:00	  115.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.097
 01/11/2009 06:30:00	  115.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.096
 01/11/2009 06:35:00	  116.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.095
 01/11/2009 06:40:00	  116.083	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.333	    0.093
 01/11/2009 06:45:00	  116.167	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.125
 01/11/2009 06:50:00	  116.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.123
 01/11/2009 06:55:00	  116.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.121
 01/11/2009 07:00:00	  116.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.119
 01/11/2009 07:05:00	  116.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.118
 01/11/2009 07:10:00	  116.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.116
 01/11/2009 07:15:00	  116.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.114
 01/11/2009 07:20:00	  116.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.112
 01/11/2009 07:25:00	  116.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.110
 01/11/2009 07:30:00	  116.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.109
 01/11/2009 07:35:00	  117.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.107
 01/11/2009 07:40:00	  117.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.106
 01/11/2009 07:45:00	  117.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.104
 01/11/2009 07:50:00	  117.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.103
 01/11/2009 07:55:00	  117.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.101
 01/11/2009 08:00:00	  117.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.100
 01/11/2009 08:05:00	  117.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.098
 01/11/2009 08:10:00	  117.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.097
 01/11/2009 08:15:00	  117.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.096
 01/11/2009 08:20:00	  117.750	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.333	    0.094
 01/11/2009 08:25:00	  117.833	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.126
 01/11/2009 08:30:00	  117.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.124
 01/11/2009 08:35:00	  118.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.122
 01/11/2009 08:40:00	  118.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.120
 01/11/2009 08:45:00	  118.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.118
 01/11/2009 08:50:00	  118.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.116
 01/11/2009 08:55:00	  118.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.115
 01/11/2009 09:00:00	  118.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.113
 01/11/2009 09:05:00	  118.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.111
 01/11/2009 09:10:00	  118.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.109
 01/11/2009 09:15:00	  118.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.108
 01/11/2009 09:20:00	  118.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.106
 01/11/2009 09:25:00	  118.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.105
 01/11/2009 09:30:00	  118.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.103
 01/11/2009 09:35:00	  119.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.102
 01/11/2009 09:40:00	  119.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.100
 01/11/2009 09:45:00	  119.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.099
 01/11/2009 09:50:00	  119.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.097
 01/11/2009 09:55:00	  119.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.096
